inventory_id,part_num,color_id,quantity,is_spare,img_url
2405,2431,71,4,False,https://cdn.rebrickable.com/media/parts/elements/4211356.jpg
2405,2445,0,8,False,https://cdn.rebrickable.com/media/parts/elements/244526.jpg
2405,2456,19,2,False,https://cdn.rebrickable.com/media/parts/elements/4143256.jpg
2405,3001,19,4,False,https://cdn.rebrickable.com/media/parts/elements/4114319.jpg
2405,3020,19,4,False,https://cdn.rebrickable.com/media/parts/elements/4114309.jpg
2405,3020,71,10,False,https://cdn.rebrickable.com/media/parts/elements/4211395.jpg
2405,3021,19,4,False,https://cdn.rebrickable.com/media/parts/elements/4118790.jpg
2405,3022,72,2,False,https://cdn.rebrickable.com/media/parts/elements/4211094.jpg
2405,3023,19,2,False,https://cdn.rebrickable.com/media/parts/elements/4113917.jpg
2405,3024,19,10,False,https://cdn.rebrickable.com/media/parts/elements/4159553.jpg
2405,3030,72,2,False,https://cdn.rebrickable.com/media/parts/elements/4211122.jpg
2405,3033,72,3,False,https://cdn.rebrickable.com/media/parts/elements/4211114.jpg
2405,3062b,19,48,False,https://cdn.rebrickable.com/media/parts/elements/4117070.jpg
2405,3068b,71,7,False,https://cdn.rebrickable.com/media/parts/elements/4211413.jpg
2405,3069b,378,13,False,https://cdn.rebrickable.com/media/parts/elements/4155201.jpg
2405,3069b,0,6,False,https://cdn.rebrickable.com/media/parts/elements/306926.jpg
2405,3069b,19,8,False,https://cdn.rebrickable.com/media/parts/elements/4114026.jpg
2405,3070b,19,1,True,https://cdn.rebrickable.com/media/parts/elements/4125253.jpg
2405,3070b,19,9,False,https://cdn.rebrickable.com/media/parts/elements/4125253.jpg
2405,3245c,19,12,False,https://cdn.rebrickable.com/media/parts/elements/4159279.jpg
2405,3460,19,2,False,https://cdn.rebrickable.com/media/parts/elements/4114324.jpg
2405,3623,19,2,False,https://cdn.rebrickable.com/media/parts/elements/4121921.jpg
2405,3666,71,6,False,https://cdn.rebrickable.com/media/parts/elements/4211438.jpg
2405,3710,71,8,False,https://cdn.rebrickable.com/media/parts/elements/4211445.jpg
2405,3710,19,1,False,https://cdn.rebrickable.com/media/parts/elements/4113233.jpg
2405,3794a,19,8,False,https://cdn.rebrickable.com/media/parts/ldraw/19/3794a.png
2405,3795,19,10,False,https://cdn.rebrickable.com/media/parts/elements/4113993.jpg
2405,3795,0,1,False,https://cdn.rebrickable.com/media/parts/elements/379526.jpg
2405,4162,0,7,False,https://cdn.rebrickable.com/media/parts/elements/416226.jpg
2405,4162pr0012,0,1,False,https://cdn.rebrickable.com/media/parts/elements/4653640.jpg
2405,4162pr0014,0,1,False,https://cdn.rebrickable.com/media/parts/elements/6001727.jpg
2405,4599b,71,4,False,https://cdn.rebrickable.com/media/parts/elements/4211503.jpg
2405,4733,71,1,False,https://cdn.rebrickable.com/media/parts/elements/4211511.jpg
2405,54200,378,2,True,https://cdn.rebrickable.com/media/parts/elements/4652205.jpg
2405,54200,378,80,False,https://cdn.rebrickable.com/media/parts/elements/4652205.jpg
2405,6141,19,1,True,https://cdn.rebrickable.com/media/parts/elements/4161734.jpg
2405,6141,19,32,False,https://cdn.rebrickable.com/media/parts/elements/4161734.jpg
2405,6141,71,1,True,https://cdn.rebrickable.com/media/parts/elements/4211525.jpg
2405,6141,71,5,False,https://cdn.rebrickable.com/media/parts/elements/4211525.jpg
2405,6636,71,6,False,https://cdn.rebrickable.com/media/parts/elements/4211549.jpg
2405,87580,19,13,False,https://cdn.rebrickable.com/media/parts/elements/4565387.jpg
2405,88072,71,1,False,https://cdn.rebrickable.com/media/parts/elements/4611702.jpg
2436,11212,72,2,False,https://cdn.rebrickable.com/media/parts/elements/6039176.jpg
2436,11213,15,1,False,https://cdn.rebrickable.com/media/parts/elements/6109817.jpg
2436,11213,71,1,False,https://cdn.rebrickable.com/media/parts/elements/6015349.jpg
2436,14716,15,2,False,https://cdn.rebrickable.com/media/parts/elements/6055541.jpg
2436,14719,15,2,False,https://cdn.rebrickable.com/media/parts/elements/6058329.jpg
2436,15068,15,8,False,https://cdn.rebrickable.com/media/parts/elements/6047220.jpg
2436,15332,15,15,False,https://cdn.rebrickable.com/media/parts/elements/6047813.jpg
2436,15573,19,4,False,https://cdn.rebrickable.com/media/parts/elements/6092587.jpg
2436,15573,15,18,False,https://cdn.rebrickable.com/media/parts/elements/379401.jpg
2436,18674,15,1,False,https://cdn.rebrickable.com/media/parts/elements/6093053.jpg
2436,21229,15,8,False,https://cdn.rebrickable.com/media/parts/elements/6146188.jpg
2436,2357,15,4,False,https://cdn.rebrickable.com/media/parts/elements/235701.jpg
2436,2420,71,10,False,https://cdn.rebrickable.com/media/parts/elements/4211353.jpg
2436,2450,15,8,False,https://cdn.rebrickable.com/media/parts/elements/245001.jpg
2436,2456,15,3,False,https://cdn.rebrickable.com/media/parts/elements/245601.jpg
2436,3004,378,4,False,https://cdn.rebrickable.com/media/parts/elements/4153377.jpg
2436,3008,15,10,False,https://cdn.rebrickable.com/media/parts/elements/300801.jpg
2436,3009,15,3,False,https://cdn.rebrickable.com/media/parts/elements/300901.jpg
2436,3010,15,3,False,https://cdn.rebrickable.com/media/parts/elements/301001.jpg
2436,3020,15,5,False,https://cdn.rebrickable.com/media/parts/elements/302001.jpg
2436,3020,0,3,False,https://cdn.rebrickable.com/media/parts/elements/302026.jpg
2436,3020,71,8,False,https://cdn.rebrickable.com/media/parts/elements/4211395.jpg
2436,3021,72,4,False,https://cdn.rebrickable.com/media/parts/elements/4211043.jpg
2436,3021,71,2,False,https://cdn.rebrickable.com/media/parts/elements/4211396.jpg
2436,3022,72,2,False,https://cdn.rebrickable.com/media/parts/elements/4211094.jpg
2436,3022,14,4,False,https://cdn.rebrickable.com/media/parts/elements/302224.jpg
2436,3023,378,8,False,https://cdn.rebrickable.com/media/parts/elements/4155204.jpg
2436,3023,71,17,False,https://cdn.rebrickable.com/media/parts/elements/4211398.jpg
2436,3023,15,22,False,https://cdn.rebrickable.com/media/parts/elements/302301.jpg
2436,3024,15,1,True,https://cdn.rebrickable.com/media/parts/elements/302401.jpg
2436,3024,19,2,False,https://cdn.rebrickable.com/media/parts/elements/4159553.jpg
2436,3024,19,1,True,https://cdn.rebrickable.com/media/parts/elements/4159553.jpg
2436,3024,28,2,False,https://cdn.rebrickable.com/media/parts/elements/4497084.jpg
2436,3024,28,2,True,https://cdn.rebrickable.com/media/parts/elements/4497084.jpg
2436,3024,15,26,False,https://cdn.rebrickable.com/media/parts/elements/302401.jpg
2436,3034,0,22,False,https://cdn.rebrickable.com/media/parts/elements/303426.jpg
2436,30357,15,8,False,https://cdn.rebrickable.com/media/parts/elements/4124432.jpg
2436,3036,15,1,False,https://cdn.rebrickable.com/media/parts/elements/303601.jpg
2436,3036,72,6,False,https://cdn.rebrickable.com/media/parts/elements/4210794.jpg
2436,30565,15,4,False,https://cdn.rebrickable.com/media/parts/elements/4178429.jpg
2436,3062b,15,12,False,https://cdn.rebrickable.com/media/parts/elements/306201.jpg
2436,3069b,72,10,False,https://cdn.rebrickable.com/media/parts/elements/4211052.jpg
2436,3069b,15,18,False,https://cdn.rebrickable.com/media/parts/elements/306901.jpg
2436,3069b,71,14,False,https://cdn.rebrickable.com/media/parts/elements/4211414.jpg
2436,3069b,378,28,False,https://cdn.rebrickable.com/media/parts/elements/4155201.jpg
2436,3070b,72,1,True,https://cdn.rebrickable.com/media/parts/elements/4210848.jpg
2436,3070b,72,46,False,https://cdn.rebrickable.com/media/parts/elements/4210848.jpg
2436,3070b,28,2,True,https://cdn.rebrickable.com/media/parts/elements/6055172.jpg
2436,3070b,19,12,False,https://cdn.rebrickable.com/media/parts/elements/4125253.jpg
2436,3070b,19,2,True,https://cdn.rebrickable.com/media/parts/elements/4125253.jpg
2436,3070b,15,19,False,https://cdn.rebrickable.com/media/parts/elements/307001.jpg
2436,3070b,28,12,False,https://cdn.rebrickable.com/media/parts/elements/6055172.jpg
2436,3070b,71,12,False,https://cdn.rebrickable.com/media/parts/elements/4211415.jpg
2436,3070b,15,1,True,https://cdn.rebrickable.com/media/parts/elements/307001.jpg
2436,3070b,71,2,True,https://cdn.rebrickable.com/media/parts/elements/4211415.jpg
2436,32000,15,18,False,https://cdn.rebrickable.com/media/parts/elements/3200001.jpg
2436,3460,71,15,False,https://cdn.rebrickable.com/media/parts/elements/4211425.jpg
2436,3622,15,14,False,https://cdn.rebrickable.com/media/parts/elements/362201.jpg
2436,3623,71,8,False,https://cdn.rebrickable.com/media/parts/elements/4211429.jpg
2436,3623,15,8,False,https://cdn.rebrickable.com/media/parts/elements/362301.jpg
2436,3666,71,10,False,https://cdn.rebrickable.com/media/parts/elements/4211438.jpg
2436,3675,378,4,False,https://cdn.rebrickable.com/media/parts/elements/4221752.jpg
2436,3710,72,4,False,https://cdn.rebrickable.com/media/parts/elements/4211001.jpg
2436,3710,71,4,False,https://cdn.rebrickable.com/media/parts/elements/4211445.jpg
2436,3795,71,4,False,https://cdn.rebrickable.com/media/parts/elements/4211452.jpg
2436,3832,71,4,False,https://cdn.rebrickable.com/media/parts/elements/4211462.jpg
2436,4032a,15,7,False,https://cdn.rebrickable.com/media/parts/elements/403201.jpg
2436,4070,15,178,False,https://cdn.rebrickable.com/media/parts/elements/407001.jpg
2436,41539,72,2,False,https://cdn.rebrickable.com/media/parts/elements/4210802.jpg
2436,4162,71,5,False,https://cdn.rebrickable.com/media/parts/elements/4211481.jpg
2436,4162,0,17,False,https://cdn.rebrickable.com/media/parts/elements/416226.jpg
2436,4162,15,4,False,https://cdn.rebrickable.com/media/parts/elements/416201.jpg
2436,4162pr0047,0,1,False,https://cdn.rebrickable.com/media/parts/elements/6146728.jpg
2436,4286,378,36,False,https://cdn.rebrickable.com/media/parts/elements/4155045.jpg
2436,44375b,378,2,False,https://cdn.rebrickable.com/media/parts/elements/6146199.jpg
2436,4477,71,3,False,https://cdn.rebrickable.com/media/parts/elements/4251149.jpg
2436,4490,15,3,False,https://cdn.rebrickable.com/media/parts/elements/4164211.jpg
2436,4510,71,2,False,https://cdn.rebrickable.com/media/parts/elements/4211498.jpg
2436,4733,0,4,False,https://cdn.rebrickable.com/media/parts/elements/473326.jpg
2436,48092,15,4,False,https://cdn.rebrickable.com/media/parts/elements/4215470.jpg
2436,54200,15,2,True,https://cdn.rebrickable.com/media/parts/elements/4244370.jpg
2436,54200,378,32,False,https://cdn.rebrickable.com/media/parts/elements/4652205.jpg
2436,54200,15,10,False,https://cdn.rebrickable.com/media/parts/elements/4244370.jpg
2436,54200,378,2,True,https://cdn.rebrickable.com/media/parts/elements/4652205.jpg
2436,59900,72,1,False,https://cdn.rebrickable.com/media/parts/elements/4529240.jpg
2436,60474,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4515347.jpg
2436,6141,15,18,False,https://cdn.rebrickable.com/media/parts/elements/614101.jpg
2436,6141,15,1,True,https://cdn.rebrickable.com/media/parts/elements/614101.jpg
